1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,
,,,,,,,View Your Core Investment Calculation, View Your Per Student Investment Calculation , View Your Additional Investment Calculation ,,,View Your Regionalization Factor,,,,View Your Local Capacity Target Calculation,,,,,,,,,,,,,,,,Additional Calculations for Tier 2 & 3 Step 2 ,,,,,,,,,,,,,,,,,
,,,,,,,Stage 1: Determining Base Adequacy Level,,,,,,,,,Stage 2: Determining Percent of Adequacy,,,,,Determining Distribution Tier,,,,,Stage 3: Determining Tier Funding,,,,,,,,,,,,,Calculating Total State Contribution ,,,,,,,,,,
District ID,District Name,County,Organization Type,,Total ASE,, Core Investment Cost ," Per Student Investment Cost
(Subject to CWI) ", Additional Investments Cost ," Per Student Investment Cost
(Not Subject to CWI) ", Adequacy Target ,"Regionalization Factor
(CWI)"," Final Adequacy Target
(Adjusted for Regionalization Factor) "," Final Adequacy Target Per Student
(Adjusted for Regionalization Factor) ",,Adjusted Local Capacity Target,Adjusted Base Funding Minimum,Final Resources,Final Percent of Adequacy,,Adequacy Funding Gap,Final Adequacy Level ,Tier Assignment,Flag Tier 1,,Tier 1 Funding Gap,Tier 1 Funding,Tier 2 Funding Gap,"Tier 2 Funding
Step 1","Tier 2 Funding
Step 2","Tier 2 Funding 
Step 3",Tier 1 Per Student,Original Tier 2 Per Student,Final Tier 2 Per Student,Tier 3 Per Student,Tier 4 Per Student, Tier 3 Funding , Tier 4 Funding ," Calculated New FY 23 Funding
(Tier Funding)",FY 23 Tier Funding Per Pupil,Gross Base Funding Minimum,Total Gross FY 23 State Contribution,FY 22 EBF Adjustments,Total NET FY 23 State Contribution,,Rep No.,Senator No.,,Per Pupil Gap to Full Funding
0800830802600,EASTLAND COMM UNIT SCH DIST 308,CARROLL,Unit,,  658.50 ,,"  4,004,396.47 ","  595,395.94 ","  1,061,169.26 ","  3,217,981.54 ","  8,878,943.21 ",0.9,"  8,312,847.04 ","  12,623.91 ",,"  7,481,562.33 ","  580,174.31 ","  8,260,182.77 ",99.4%,,"  52,664.27 ",99%,3,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ 20.69 , $ -   ,"  13,623.15 ",  -    ,"  13,623.15 ",  20.68 ,"  581,406.71 ","  595,029.86 ",,"  595,029.86 ",,89,45,,80
0800831402600,WEST CARROLL,CARROLL,Unit,,  916.13 ,,"  5,699,734.27 ","  828,337.26 ","  1,782,548.22 ","  4,879,859.82 ","  13,190,479.57 ",0.9,"  12,359,417.59 ","  13,490.89 ",,"  5,718,233.80 ","  3,970,505.87 ","  10,474,832.02 ",84.8%,,"  1,884,585.57 ",85%,2,0,,  -   ,  -   ,"  370,051.29 ","  23,250.91 ","  27,826.30 ",  -   , $ -   , $ 25.38 , $ -   , $ -   , $ -   ,  -    ,  -    ,  -   ,  -   ,"  4,078,856.00 ","  4,078,856.00 ",,"  4,078,856.00 ",,89,45,,2057
0800839902600,CHADWICK-MILLEDGEVILLE CUSD 399,CARROLL,Unit,,  392.95 ,,"  2,386,900.74 ","  355,293.60 ","  644,513.73 ","  2,043,566.88 ","  5,430,274.95 ",0.9,"  5,091,604.13 ","  12,957.38 ",,"  3,246,409.70 ","  1,359,200.73 ","  4,765,641.88 ",93.6%,,"  325,962.25 ",94%,3,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ 21.23 , $ -   ,"  8,344.16 ",  -    ,"  8,344.15 ",  21.23 ,"  1,373,297.90 ","  1,381,642.05 ",,"  1,381,642.05 ",,89,45,,830
0804311902200,EAST DUBUQUE UNIT SCH DIST 119,JO DAVIESS,Unit,,  598.28 ,,"  3,553,608.56 ","  540,946.82 ","  847,612.43 ","  3,053,669.30 ","  7,995,837.11 ",0.9,"  7,501,620.33 ","  12,538.64 ",,"  4,803,287.49 ","  1,216,017.65 ","  6,409,511.14 ",85.4%,,"  1,092,109.19 ",85%,2,0,,  -   ,  -   ,"  122,998.39 ","  7,728.19 ","  18,172.01 ",  -   , $ -   , $ 12.92 , $ -   , $ -   , $ -   ,  -    ,  -    ,  -   ,  -   ,"  1,232,368.56 ","  1,232,368.56 ",,"  1,232,368.56 ",,89,45,,1825
0804312002200,GALENA UNIT SCHOOL DIST 120,JO DAVIESS,Unit,,  803.50 ,,"  4,814,704.81 ","  726,500.59 ","  1,365,792.65 ","  3,934,430.57 ","  10,841,428.62 ",0.9,"  10,150,728.81 ","  12,633.14 ",,"  10,433,386.99 ","  755,496.62 ","  11,590,091.72 ",114.2%,,"  (1,439,362.91)",114%,4,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ -   , $ 0.97 ,  -    ,  781.09 ,  781.08 ,  0.97 ,"  755,496.62 ","  756,277.70 ",,"  756,277.70 ",,89,45,,-1791
0804320502600,WARREN COMM UNIT SCHOOL DIST 205,JO DAVIESS,Unit,,  364.25 ,,"  2,204,412.44 ","  329,343.92 ","  577,840.02 ","  1,882,623.29 ","  4,994,219.67 ",0.9,"  4,683,060.03 ","  12,856.71 ",,"  2,800,316.02 ","  988,778.03 ","  3,993,803.36 ",85.3%,,"  689,256.67 ",85%,2,0,,  -   ,  -   ,"  108,619.35 ","  6,824.73 ","  11,063.64 ",  -   , $ -   , $ 18.74 , $ -   , $ -   , $ -   ,  -    ,  -    ,  -   ,  -   ,"  1,014,563.83 ","  1,014,563.83 ",,"  1,014,563.83 ",,89,45,,1892
0804320602600,STOCKTON C U SCHOOL DIST 206,JO DAVIESS,Unit,,  532.94 ,,"  3,209,824.72 ","  481,868.35 ","  875,285.50 ","  2,760,766.64 ","  7,327,745.21 ",0.9,"  6,871,047.35 ","  12,892.72 ",,"  4,205,319.38 ","  1,265,479.41 ","  5,694,629.39 ",82.9%,,"  1,176,417.96 ",83%,2,0,,  -   ,  -   ,"  225,573.40 ","  14,173.14 ","  16,187.38 ",  -   , $ -   , $ 26.59 , $ -   , $ -   , $ -   ,  -    ,  -    ,  -   ,  -   ,"  1,298,670.54 ","  1,298,670.54 ",,"  1,298,670.54 ",,89,45,,2207
0804321002600,RIVER RIDGE C U SCH DIST 210,JO DAVIESS,Unit,,  438.69 ,,"  2,659,020.14 ","  396,650.33 ","  751,414.02 ","  2,165,072.51 ","  5,972,157.00 ",0.9,"  5,591,448.54 ","  12,745.78 ",,"  6,523,093.47 ","  442,096.79 ","  7,261,559.32 ",129.9%,,"  (1,670,110.78)",130%,4,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ -   , $ 0.98 ,  -    ,  430.26 ,  430.25 ,  0.98 ,"  442,096.79 ","  442,527.04 ",,"  442,527.04 ",,89,45,,-3807
0804321102600,SCALES MOUND C U SCH DISTRICT 211,JO DAVIESS,Unit,,  246.50 ,,"  1,446,170.53 ","  222,877.90 ","  320,019.58 ","  1,170,742.91 ","  3,159,810.92 ",0.9,"  2,960,904.11 ","  12,011.78 ",,"  4,212,946.92 ","  141,859.36 ","  4,444,444.76 ",150.1%,,"  (1,483,540.65)",150%,4,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ -   , $ 0.92 ,  -    ,  227.84 ,  227.83 ,  0.92 ,"  142,386.78 ","  142,614.61 ",,"  142,614.61 ",,89,45,,-6018
0808914502200,FREEPORT SCHOOL DIST 145,STEPHENSON,Unit,,"  3,491.77 ",,"  22,731,549.77 ","  3,157,153.68 ","  9,537,950.01 ","  19,670,084.35 ","  55,096,737.81 ",0.9,"  51,554,072.45 ","  14,764.45 ",,"  11,383,600.35 ","  22,602,197.84 ","  36,956,279.23 ",71.7%,,"  14,597,793.22 ",72%,1,1,,"  771,874.87 ","  231,562.46 ","  7,475,504.36 ","  469,697.89 ","  469,697.89 ",  -   , $ 66.32 , $ 134.52 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  231,562.45 ",  66.31 ,"  24,200,194.88 ","  24,431,757.33 ",,"  24,431,757.33 ",,89,45,,4181
0808920002600,PEARL CITY C U SCH DIST 200,STEPHENSON,Unit,,  409.88 ,,"  2,463,387.75 ","  370,601.19 ","  688,746.26 ","  2,126,303.08 ","  5,649,038.28 ",0.9,"  5,296,764.76 ","  12,922.72 ",,"  2,040,990.17 ","  1,710,164.48 ","  3,852,361.45 ",72.7%,,"  1,444,403.31 ",73%,1,1,,"  23,901.81 ","  7,170.54 ","  577,841.09 ","  36,306.68 ","  36,306.68 ",  -   , $ 17.49 , $ 88.58 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  7,170.54 ",  17.49 ,"  1,737,167.63 ","  1,744,338.17 ",,"  1,744,338.17 ",,89,45,,3524
0808920102600,DAKOTA COMM UNIT SCH DIST 201,STEPHENSON,Unit,,  785.29 ,,"  4,700,520.70 ","  710,035.65 ","  1,110,292.46 ","  4,015,313.05 ","  10,536,161.86 ",0.9,"  9,884,076.97 ","  12,586.53 ",,"  5,051,778.66 ","  2,555,153.00 ","  7,722,439.89 ",78.1%,,"  2,161,637.08 ",78%,2,0,,  -   ,  -   ,"  656,891.13 ","  41,273.52 ","  41,273.52 ",  -   , $ -   , $ 52.56 , $ -   , $ -   , $ -   ,  -    ,  -    ,  -   ,  -   ,"  2,612,473.77 ","  2,612,473.77 ",,"  2,612,473.77 ",,89,45,,2753
0808920202600,LENA WINSLOW C U SCH DIST 202,STEPHENSON,Unit,,  769.29 ,,"  4,637,031.46 ","  695,568.93 ","  1,227,843.39 ","  3,976,644.53 ","  10,537,088.31 ",0.9,"  9,881,043.93 ","  12,844.36 ",,"  4,460,652.43 ","  2,399,556.25 ","  7,175,439.83 ",72.6%,,"  2,705,604.10 ",73%,1,1,,"  55,677.53 ","  16,703.26 ","  970,304.37 ","  60,965.78 ","  60,965.78 ",  -   , $ 21.71 , $ 79.25 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  16,703.25 ",  21.71 ,"  2,452,226.34 ","  2,468,929.59 ",,"  2,468,929.59 ",,89,45,,3517
0808920302600,ORANGEVILLE C U SCHOOL DIST 203,STEPHENSON,Unit,,  296.03 ,,"  1,744,306.72 ","  267,661.44 ","  400,396.20 ","  1,502,639.31 ","  3,915,003.67 ",0.9,"  3,673,767.23 ","  12,410.11 ",,"  2,190,053.71 ","  1,112,241.50 ","  3,356,487.49 ",91.4%,,"  317,279.74 ",91%,3,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ 20.34 , $ -   ,"  6,020.60 ",  -    ,"  6,020.59 ",  20.33 ,"  1,120,657.67 ","  1,126,678.26 ",,"  1,126,678.26 ",,89,45,,1072
0900000000092,Champaign/Ford ROE TAOEP,CHAMPAIGN,Regional,,  6.00 ,,"  37,962.90 ","  5,425.02 ","  9,714.04 ","  32,433.00 ","  85,534.96 ",0.9,"  80,224.76 ","  13,370.79 ",,"  8,022.47 ","  27,055.08 ","  35,077.55 ",43.7%,,"  45,147.21 ",44%,1,1,,"  23,632.30 ","  7,089.69 ","  27,031.54 ","  1,698.43 ","  1,698.43 ",  -   ," $ 1,181.62 ", $ 283.07 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  7,089.69 ","  1,181.61 ","  27,055.08 ","  34,144.77 ",,"  34,144.77 ",,103,52,,7525
0900000000093,SAFE SCH-CHAMPAIGN/FORD ROE,CHAMPAIGN,Regional,,  94.31 ,,"  603,285.67 ","  85,272.27 ","  186,709.53 ","  540,933.59 ","  1,416,201.06 ",0.9,"  1,328,674.31 ","  14,088.37 ",,"  132,867.43 ","  730,320.18 ","  863,187.61 ",65.0%,,"  465,486.70 ",65%,1,1,,"  109,159.03 ","  32,747.71 ","  269,884.40 ","  16,957.27 ","  16,957.27 ",  -   , $ 347.23 , $ 179.80 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  32,747.70 ",  347.23 ,"  730,320.18 ","  763,067.88 ",,"  763,067.88 ",,103,52,,4936
0901000102600,FISHER C U SCHOOL DISTRICT 1,CHAMPAIGN,Unit,,  584.86 ,,"  3,508,868.73 ","  528,812.86 ","  842,554.04 ","  2,981,174.82 ","  7,861,410.45 ",0.9,"  7,373,386.88 ","  12,607.09 ",,"  3,121,436.76 ","  1,532,667.33 ","  5,537,002.00 ",75.1%,,"  1,836,384.88 ",75%,2,0,,  -   ,  -   ,"  650,195.73 ","  40,852.84 ","  40,852.84 ",  -   , $ -   , $ 69.85 , $ -   , $ -   , $ -   ,  -    ,  -    ,  -   ,  -   ,"  1,557,416.86 ","  1,557,416.86 ",,"  1,557,416.86 ",,101,51,,3140
0901000302600,MAHOMET-SEYMOUR C U SCH DIST 3,CHAMPAIGN,Unit,,"  3,278.00 ",,"  19,272,798.71 ","  2,963,869.26 ","  4,056,738.63 ","  16,425,413.14 ","  42,718,819.74 ",0.9,"  40,089,479.07 ","  12,229.85 ",,"  13,920,465.83 ","  11,225,214.14 ","  25,670,174.17 ",64.0%,,"  14,419,304.90 ",64%,1,1,,"  3,667,993.93 ","  1,100,398.18 ","  6,128,745.89 ","  385,078.90 ","  385,078.90 ",  -   , $ 335.69 , $ 117.47 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  1,100,398.18 ",  335.69 ,"  11,320,228.81 ","  12,420,626.99 ",,"  12,420,626.99 ",,101,51,,4399
0901000402600,CHAMPAIGN COMM UNIT SCH DIST 4,CHAMPAIGN,Unit,,"  10,011.25 ",,"  62,508,736.01 ","  9,051,871.91 ","  23,429,044.91 ","  54,353,171.89 ","  149,342,824.72 ",0.9,"  139,843,859.43 ","  13,968.67 ",,"  105,638,051.41 ","  14,815,891.45 ","  125,691,307.38 ",89.9%,,"  14,152,552.05 ",90%,2,0,,  -   ,  -   ,"  41,133.43 ","  2,584.48 ","  304,079.17 ",  -   , $ -   , $ 0.26 , $ -   , $ -   , $ -   ,  -    ,  -    ,  -   ,  -   ,"  15,419,012.65 ","  15,419,012.65 ",,"  15,419,012.65 ",,103,52,,1414
0901000702600,TOLONO C U SCHOOL DIST 7,CHAMPAIGN,Unit,,"  1,536.12 ",,"  9,122,507.68 ","  1,388,913.62 ","  2,066,552.40 ","  7,792,703.81 ","  20,370,677.51 ",0.9,"  19,112,880.14 ","  12,442.30 ",,"  7,077,499.51 ","  5,922,321.84 ","  13,381,924.66 ",70.0%,,"  5,730,955.48 ",70%,1,1,,"  605,208.71 ","  181,562.61 ","  2,290,914.63 ","  143,941.83 ","  143,941.83 ",  -   , $ 118.20 , $ 93.70 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  181,562.61 ",  118.19 ,"  5,988,059.17 ","  6,169,621.78 ",,"  6,169,621.78 ",,102,51,,3731
0901000802600,HERITAGE COMM UNIT SCH DIST 8,CHAMPAIGN,Unit,,  379.05 ,,"  2,272,964.33 ","  342,725.63 ","  562,880.09 ","  1,840,450.67 ","  5,019,020.72 ",0.9,"  4,701,163.71 ","  12,402.48 ",,"  4,192,967.91 ","  638,194.10 ","  5,058,003.38 ",107.6%,,"  (356,839.67)",108%,4,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ -   , $ 0.95 ,  -    ,  361.75 ,  361.74 ,  0.95 ,"  638,194.10 ","  638,555.84 ",,"  638,555.84 ",,102,51,,-941
0901011602200,URBANA SCHOOL DIST 116,CHAMPAIGN,Unit,,"  4,049.18 ",,"  25,952,309.87 ","  3,661,147.08 ","  11,859,099.37 ","  22,842,138.86 ","  64,314,695.18 ",0.9,"  60,167,439.54 ","  14,859.16 ",,"  32,030,216.28 ","  10,005,859.94 ","  44,062,766.69 ",73.2%,,"  16,104,672.85 ",73%,2,0,,  -   ,  -   ,"  5,427,305.75 ","  341,006.30 ","  341,006.30 ",  -   , $ -   , $ 84.22 , $ -   , $ -   , $ -   ,  -    ,  -    ,  -   ,  -   ,"  11,361,742.56 ","  11,361,742.56 ",,"  11,361,742.56 ",,103,52,,3977
0901013000400,THOMASBORO C C SCHOOL DIST 130,CHAMPAIGN,Elementary,,  141.98 ,,"  926,908.22 ","  128,374.05 ","  463,410.96 ","  795,778.23 ","  2,314,471.46 ",0.9,"  2,162,602.13 ","  15,231.73 ",,"  701,115.61 ","  773,190.65 ","  1,501,269.94 ",69.4%,,"  661,332.19 ",69%,1,1,,"  81,359.38 ","  24,407.81 ","  284,284.84 ","  17,862.07 ","  17,862.07 ",  -   , $ 171.91 , $ 125.81 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  24,407.81 ",  171.91 ,"  840,278.66 ","  864,686.47 ",,"  864,686.47 ",,104,52,,4658
0901013700200,RANTOUL CITY SCHOOL DIST 137,CHAMPAIGN,Elementary,,"  1,659.98 ",,"  10,508,151.22 ","  1,500,904.11 ","  5,265,340.88 ","  9,155,998.61 ","  26,430,394.82 ",0.9,"  24,702,955.19 ","  14,881.47 ",,"  2,736,524.17 ","  12,717,637.44 ","  15,848,156.90 ",64.2%,,"  8,854,798.29 ",64%,1,1,,"  2,229,889.23 ","  668,966.77 ","  5,133,694.44 ","  322,558.23 ","  322,558.23 ",  -   , $ 403.00 , $ 194.31 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  668,966.76 ",  402.99 ,"  13,744,017.26 ","  14,412,984.02 ",,"  14,412,984.02 ",,104,52,,5334
0901014200400,LUDLOW C C SCHOOL DIST 142,CHAMPAIGN,Elementary,,  55.46 ,,"  350,733.85 ","  50,145.26 ","  201,621.30 ","  298,230.70 ","  900,731.11 ",0.9,"  840,481.06 ","  15,154.72 ",,"  505,885.55 ","  439,042.11 ","  966,833.47 ",115.0%,,"  (126,352.41)",115%,4,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ -   , $ 1.17 ,  -    ,  64.67 ,  64.67 ,  1.16 ,"  439,042.11 ","  439,106.78 ",,"  439,106.78 ",,101,51,,-2278
0901016900400,ST JOSEPH C C SCHOOL DIST 169,CHAMPAIGN,Elementary,,  770.50 ,,"  4,354,484.03 ","  696,662.98 ","  912,200.27 ","  3,646,348.94 ","  9,609,696.22 ",0.9,"  9,013,361.49 ","  11,698.06 ",,"  3,771,190.44 ","  2,743,859.05 ","  6,596,592.31 ",73.2%,,"  2,416,769.18 ",73%,2,0,,  -   ,  -   ,"  881,375.85 ","  55,378.25 ","  55,378.25 ",  -   , $ -   , $ 71.87 , $ -   , $ -   , $ -   ,  -    ,  -    ,  -   ,  -   ,"  2,756,099.36 ","  2,756,099.36 ",,"  2,756,099.36 ",,102,51,,3137
0901018800400,GIFFORD C C SCHOOL DIST 188,CHAMPAIGN,Elementary,,  174.75 ,,"  1,013,194.35 ","  158,003.70 ","  259,258.54 ","  800,496.35 ","  2,230,952.94 ",0.9,"  2,087,907.27 ","  11,947.96 ",,"  1,484,710.85 ","  300,342.53 ","  1,987,071.94 ",95.2%,,"  100,835.33 ",95%,3,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ 19.58 , $ -   ,"  3,421.68 ",  -    ,"  3,421.67 ",  19.58 ,"  302,027.39 ","  305,449.06 ",,"  305,449.06 ",,104,52,,577
0901019301700,RANTOUL TOWNSHIP H S DIST 193,CHAMPAIGN,High School,,  785.50 ,,"  5,356,388.34 ","  710,225.53 ","  2,216,588.33 ","  4,863,656.94 ","  13,146,859.14 ",0.9,"  12,318,538.91 ","  15,682.41 ",,"  2,465,130.95 ","  5,000,531.58 ","  7,747,005.68 ",62.9%,,"  4,571,533.23 ",63%,1,1,,"  1,267,912.29 ","  380,373.69 ","  2,480,785.93 ","  155,871.75 ","  155,871.75 ",  -   , $ 484.24 , $ 198.44 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  380,373.68 ",  484.24 ,"  5,345,624.81 ","  5,725,998.49 ",,"  5,725,998.49 ",,104,52,,5820
0901019700400,PRAIRIEVIEW-OGDEN CCSD 197,CHAMPAIGN,Elementary,,  256.75 ,,"  1,463,126.66 ","  232,145.64 ","  321,650.83 ","  1,148,486.46 ","  3,165,409.59 ",0.9,"  2,963,717.27 ","  11,543.20 ",,"  2,563,911.81 ","  197,069.02 ","  2,855,809.64 ",96.4%,,"  107,907.63 ",96%,3,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ 18.92 , $ -   ,"  4,856.96 ",  -    ,"  4,856.96 ",  18.91 ,"  197,878.05 ","  202,735.01 ",,"  202,735.01 ",,104,52,,420
0901030501600,ST JOSEPH OGDEN C H S DIST 305,CHAMPAIGN,High School,,  446.48 ,,"  2,787,112.73 ","  403,693.82 ","  491,241.10 ","  2,461,209.79 ","  6,143,257.44 ",0.9,"  5,775,052.67 ","  12,934.62 ",,"  2,911,931.52 ","  1,032,462.76 ","  4,113,882.52 ",71.2%,,"  1,661,170.15 ",71%,1,1,,"  112,400.04 ","  33,720.01 ","  568,965.13 ","  35,748.99 ","  35,748.99 ",  -   , $ 75.52 , $ 80.07 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  33,720.01 ",  75.52 ,"  1,038,840.00 ","  1,072,560.01 ",,"  1,072,560.01 ",,102,51,,3721
0902700502600,GIBSON CITY-MELVIN-SIBLEY CUSD 5,FORD,Unit,,  942.60 ,,"  5,684,045.63 ","  852,270.64 ","  1,530,075.00 ","  4,869,257.93 ","  12,935,649.20 ",0.9,"  12,129,010.07 ","  12,867.61 ",,"  6,455,855.56 ","  2,678,975.69 ","  10,168,472.63 ",83.8%,,"  1,960,537.44 ",84%,2,0,,  -   ,  -   ,"  394,602.51 ","  24,793.51 ","  28,630.29 ",  -   , $ -   , $ 26.30 , $ -   , $ -   , $ -   ,  -    ,  -    ,  -   ,  -   ,"  2,732,830.50 ","  2,732,830.50 ",,"  2,732,830.50 ",,106,53,,2080
0902701002600,PAXTON-BUCKLEY-LODA CU DIST 10,FORD,Unit,,"  1,281.87 ",,"  7,910,463.32 ","  1,159,028.39 ","  2,398,924.11 ","  6,802,509.20 ","  18,270,925.02 ",0.9,"  17,124,083.44 ","  13,358.67 ",,"  7,154,442.06 ","  4,322,081.17 ","  12,005,758.82 ",70.1%,,"  5,118,324.62 ",70%,1,1,,"  525,939.03 ","  157,781.71 ","  1,891,063.95 ","  118,818.57 ","  118,818.57 ",  -   , $ 123.09 , $ 92.69 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  157,781.70 ",  123.08 ,"  4,467,487.61 ","  4,625,269.31 ",,"  4,625,269.31 ",,106,53,,3993
1100000000092,ALT SCH-CLK/CLS/CMBN/DGLAS/EDGR/M,COLES,Regional,,  75.97 ,,"  485,774.71 ","  68,689.79 ","  137,112.06 ","  433,934.34 ","  1,125,510.90 ",0.9,"  1,056,353.24 ","  13,904.87 ",,"  105,635.32 ","  620,303.43 ","  725,938.75 ",68.7%,,"  330,414.49 ",69%,1,1,,"  47,118.66 ","  14,135.60 ","  189,579.21 ","  11,911.56 ","  11,911.56 ",  -   , $ 186.07 , $ 156.79 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  14,135.59 ",  186.06 ,"  620,303.43 ","  634,439.02 ",,"  634,439.02 ",,110,55,,4349
1100000000093,SAFE SCH-CLK/CLS/CMBN/DGLAS/EDGR/,COLES,Regional,,  128.98 ,,"  815,838.04 ","  116,619.84 ","  234,783.37 ","  726,425.80 ","  1,893,667.05 ",0.9,"  1,776,942.92 ","  13,776.88 ",,"  177,694.29 ","  800,641.93 ","  978,336.22 ",55.1%,,"  798,606.70 ",55%,1,1,,"  322,061.07 ","  96,618.32 ","  471,864.68 ","  29,648.01 ","  29,648.01 ",  -   , $ 749.10 , $ 229.87 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  96,618.32 ",  749.09 ,"  800,641.93 ","  897,260.25 ",,"  897,260.25 ",,102,51,,6192
11012002C2600,MARSHALL C U SCHOOL DIST 2C,CLARK,Unit,,"  1,245.35 ",,"  7,505,422.23 ","  1,126,008.10 ","  2,005,173.89 ","  6,412,770.75 ","  17,049,374.97 ",0.9,"  15,985,714.54 ","  12,836.32 ",,"  4,663,032.93 ","  6,234,591.91 ","  11,294,187.76 ",70.7%,,"  4,691,526.78 ",71%,1,1,,"  404,432.21 ","  121,329.66 ","  2,104,802.46 ","  132,248.10 ","  132,248.10 ",  -   , $ 97.43 , $ 106.19 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  121,329.66 ",  97.42 ,"  6,353,073.76 ","  6,474,403.42 ",,"  6,474,403.42 ",,110,55,,3767
11012003C2600,MARTINSVILLE C U SCH DIST 3C,CLARK,Unit,,  349.53 ,,"  2,192,953.54 ","  316,034.54 ","  729,708.07 ","  1,874,290.32 ","  5,112,986.47 ",0.9,"  4,789,116.85 ","  13,701.59 ",,"  1,362,024.83 ","  2,156,475.11 ","  3,696,460.20 ",77.2%,,"  1,092,656.65 ",77%,2,0,,  -   ,  -   ,"  439,195.90 ","  27,595.38 ","  27,595.38 ",  -   , $ -   , $ 78.95 , $ -   , $ -   , $ -   ,  -    ,  -    ,  -   ,  -   ,"  2,225,055.79 ","  2,225,055.79 ",,"  2,225,055.79 ",,110,55,,3126
11012004C2600,CASEY-WESTFIELD C U SCH DIST 4C,CLARK,Unit,,  807.36 ,,"  4,984,096.41 ","  729,990.69 ","  1,516,066.18 ","  4,262,153.65 ","  11,492,306.93 ",0.9,"  10,769,291.60 ","  13,338.89 ",,"  3,241,556.77 ","  4,305,576.04 ","  7,945,659.49 ",73.8%,,"  2,823,632.11 ",74%,2,0,,  -   ,  -   ,"  1,220,945.36 ","  76,713.95 ","  76,713.95 ",  -   , $ -   , $ 95.02 , $ -   , $ -   , $ -   ,  -    ,  -    ,  -   ,  -   ,"  4,407,573.60 ","  4,407,573.60 ",,"  4,407,573.60 ",,110,55,,3497
1101500102600,CHARLESTON C U SCHOOL DIST 1,COLES,Unit,,"  2,584.03 ",,"  16,011,255.25 ","  2,336,402.40 ","  4,991,432.32 ","  13,699,829.16 ","  37,038,919.13 ",0.9,"  34,705,010.13 ","  13,430.57 ",,"  12,869,340.72 ","  9,058,991.65 ","  23,452,391.00 ",67.6%,,"  11,252,619.13 ",68%,1,1,,"  1,945,330.42 ","  583,599.13 ","  4,575,378.67 ","  287,478.36 ","  287,478.36 ",  -   , $ 225.85 , $ 111.25 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  583,599.12 ",  225.84 ,"  9,421,347.48 ","  10,004,946.60 ",,"  10,004,946.60 ",,110,55,,4355
1101500202600,MATTOON C U SCHOOL DIST 2,COLES,Unit,,"  3,005.39 ",,"  18,802,945.26 ","  2,717,383.47 ","  6,244,827.97 ","  16,139,539.13 ","  43,904,695.83 ",0.9,"  41,128,180.15 ","  13,684.80 ",,"  12,504,640.27 ","  14,846,254.31 ","  29,442,856.75 ",71.6%,,"  11,685,323.40 ",72%,1,1,,"  655,450.61 ","  196,635.18 ","  5,213,265.06 ","  327,557.78 ","  327,557.78 ",  -   , $ 65.43 , $ 108.99 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  196,635.18 ",  65.42 ,"  15,557,354.07 ","  15,753,989.25 ",,"  15,753,989.25 ",,110,55,,3888
